bearing_id,transh_object_id,case_id,bearing_name,raw_label,default_fault_type,default_fault_position,default_fault_severity,diagnosis_confidence,rca_confidence,true_reason_id,true_reason_type,true_stage,design_id,material_batch_id,manufacturing_batch_id,assembly_id,inspection_id,operation_id,has_design,has_material,has_manufacturing,has_assembly,has_inspection,has_operation,lifecycle_complete,display_label,remark
BRG-00001,BRG-00001,BFB-00001,BRG-00001,OR014,outer_race_fault,outer_race,medium,0.6635,0.6369,BASM-00001,AssemblyRecord,assembly,BDES-00407,BMAT-00415,BMAN-00361,BASM-00001,BINSP-00001,BOPR-00001,1,1,1,1,1,1,1,BRG-00001 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04202,BRG-04202,BFB-04202,BRG-04202,B007,rolling_element_fault,rolling_element,slight,0.6399,0.6869,BDES-00394,BearingDesignSpec,design,BDES-00394,BMAT-00116,BMAN-00339,BASM-04202,BINSP-04202,BOPR-04202,1,1,1,1,1,1,1,BRG-04202 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04203,BRG-04203,BFB-04203,BRG-04203,OR014,outer_race_fault,outer_race,medium,0.7117,0.666,BINSP-04203,InspectionRecord,inspection,BDES-00259,BMAT-00344,BMAN-00014,BASM-04203,BINSP-04203,BOPR-04203,1,1,1,1,1,1,1,BRG-04203 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04204,BRG-04204,BFB-04204,BRG-04204,IR021,inner_race_fault,inner_race,severe,0.7526,0.6839,BINSP-04204,InspectionRecord,inspection,BDES-00445,BMAT-00025,BMAN-00376,BASM-04204,BINSP-04204,BOPR-04204,1,1,1,1,1,1,1,BRG-04204 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04205,BRG-04205,BFB-04205,BRG-04205,IR014,inner_race_fault,inner_race,medium,0.6586,0.6608,BMAN-00853,ManufacturingBatch,manufacturing,BDES-00533,BMAT-00381,BMAN-00853,BASM-04205,BINSP-04205,BOPR-04205,1,1,1,1,1,1,1,BRG-04205 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04206,BRG-04206,BFB-04206,BRG-04206,OR014,outer_race_fault,outer_race,medium,0.7272,0.6431,BMAN-00229,ManufacturingBatch,manufacturing,BDES-00037,BMAT-00325,BMAN-00229,BASM-04206,BINSP-04206,BOPR-04206,1,1,1,1,1,1,1,BRG-04206 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04207,BRG-04207,BFB-04207,BRG-04207,B007,rolling_element_fault,rolling_element,slight,0.6773,0.6235,BOPR-04207,MaintenanceRecord,operation,BDES-00237,BMAT-00388,BMAN-00654,BASM-04207,BINSP-04207,BOPR-04207,1,1,1,1,1,1,1,BRG-04207 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04208,BRG-04208,BFB-04208,BRG-04208,IR021,inner_race_fault,inner_race,severe,0.7403,0.7052,BMAT-00059,MaterialBatch,material,BDES-00668,BMAT-00059,BMAN-01015,BASM-04208,BINSP-04208,BOPR-04208,1,1,1,1,1,1,1,BRG-04208 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04209,BRG-04209,BFB-04209,BRG-04209,B007,rolling_element_fault,rolling_element,slight,0.6975,0.6629,BMAN-00956,ManufacturingBatch,manufacturing,BDES-00287,BMAT-00418,BMAN-00956,BASM-04209,BINSP-04209,BOPR-04209,1,1,1,1,1,1,1,BRG-04209 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04210,BRG-04210,BFB-04210,BRG-04210,IR021,inner_race_fault,inner_race,severe,0.7185,0.7062,BINSP-04210,InspectionRecord,inspection,BDES-00654,BMAT-00305,BMAN-00761,BASM-04210,BINSP-04210,BOPR-04210,1,1,1,1,1,1,1,BRG-04210 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04211,BRG-04211,BFB-04211,BRG-04211,IR021,inner_race_fault,inner_race,severe,0.7284,0.6339,BASM-04211,AssemblyRecord,assembly,BDES-00303,BMAT-00097,BMAN-00198,BASM-04211,BINSP-04211,BOPR-04211,1,1,1,1,1,1,1,BRG-04211 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04212,BRG-04212,BFB-04212,BRG-04212,Normal,normal,none,normal,0.9383,0.8365,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00659,BMAT-00316,BMAN-00538,BASM-04212,BINSP-04212,BOPR-04212,1,1,1,1,1,1,1,BRG-04212 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04213,BRG-04213,BFB-04213,BRG-04213,B007,rolling_element_fault,rolling_element,slight,0.7012,0.7393,BMAT-00258,MaterialBatch,material,BDES-00720,BMAT-00258,BMAN-00582,BASM-04213,BINSP-04213,BOPR-04213,1,1,1,1,1,1,1,BRG-04213 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04214,BRG-04214,BFB-04214,BRG-04214,OR021,outer_race_fault,outer_race,severe,0.7921,0.7115,BMAN-00893,ManufacturingBatch,manufacturing,BDES-00661,BMAT-00099,BMAN-00893,BASM-04214,BINSP-04214,BOPR-04214,1,1,1,1,1,1,1,BRG-04214 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04215,BRG-04215,BFB-04215,BRG-04215,OR021,outer_race_fault,outer_race,severe,0.7275,0.7092,BOPR-04215,MaintenanceRecord,operation,BDES-00261,BMAT-00198,BMAN-00782,BASM-04215,BINSP-04215,BOPR-04215,1,1,1,1,1,1,1,BRG-04215 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04216,BRG-04216,BFB-04216,BRG-04216,B014,rolling_element_fault,rolling_element,medium,0.7234,0.657,BMAT-00074,MaterialBatch,material,BDES-00413,BMAT-00074,BMAN-00306,BASM-04216,BINSP-04216,BOPR-04216,1,1,1,1,1,1,1,BRG-04216 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04217,BRG-04217,BFB-04217,BRG-04217,Normal,normal,none,normal,0.9396,0.8147,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00177,BMAT-00065,BMAN-00655,BASM-04217,BINSP-04217,BOPR-04217,1,1,1,1,1,1,1,BRG-04217 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04218,BRG-04218,BFB-04218,BRG-04218,Normal,normal,none,normal,0.953,0.7823,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00042,BMAT-00291,BMAN-00319,BASM-04218,BINSP-04218,BOPR-04218,1,1,1,1,1,1,1,BRG-04218 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04219,BRG-04219,BFB-04219,BRG-04219,IR014,inner_race_fault,inner_race,medium,0.7487,0.6864,BMAT-00122,MaterialBatch,material,BDES-00425,BMAT-00122,BMAN-00429,BASM-04219,BINSP-04219,BOPR-04219,1,1,1,1,1,1,1,BRG-04219 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04220,BRG-04220,BFB-04220,BRG-04220,OR021,outer_race_fault,outer_race,severe,0.6752,0.6675,BMAN-00171,ManufacturingBatch,manufacturing,BDES-00454,BMAT-00139,BMAN-00171,BASM-04220,BINSP-04220,BOPR-04220,1,1,1,1,1,1,1,BRG-04220 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04221,BRG-04221,BFB-04221,BRG-04221,B014,rolling_element_fault,rolling_element,medium,0.608,0.6353,BOPR-04221,MaintenanceRecord,operation,BDES-00481,BMAT-00003,BMAN-00890,BASM-04221,BINSP-04221,BOPR-04221,1,1,1,1,1,1,1,BRG-04221 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04222,BRG-04222,BFB-04222,BRG-04222,B014,rolling_element_fault,rolling_element,medium,0.7483,0.686,BASM-04222,AssemblyRecord,assembly,BDES-00632,BMAT-00022,BMAN-00269,BASM-04222,BINSP-04222,BOPR-04222,1,1,1,1,1,1,1,BRG-04222 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04223,BRG-04223,BFB-04223,BRG-04223,IR021,inner_race_fault,inner_race,severe,0.6906,0.7043,BMAN-00452,ManufacturingBatch,manufacturing,BDES-00265,BMAT-00460,BMAN-00452,BASM-04223,BINSP-04223,BOPR-04223,1,1,1,1,1,1,1,BRG-04223 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04224,BRG-04224,BFB-04224,BRG-04224,IR007,inner_race_fault,inner_race,slight,0.7046,0.6797,BMAN-00812,ManufacturingBatch,manufacturing,BDES-00682,BMAT-00478,BMAN-00812,BASM-04224,BINSP-04224,BOPR-04224,1,1,1,1,1,1,1,BRG-04224 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04225,BRG-04225,BFB-04225,BRG-04225,OR014,outer_race_fault,outer_race,medium,0.7199,0.7244,BINSP-04225,InspectionRecord,inspection,BDES-00497,BMAT-00342,BMAN-00219,BASM-04225,BINSP-04225,BOPR-04225,1,1,1,1,1,1,1,BRG-04225 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04226,BRG-04226,BFB-04226,BRG-04226,Normal,normal,none,normal,0.9362,0.8571,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00448,BMAT-00242,BMAN-00903,BASM-04226,BINSP-04226,BOPR-04226,1,1,1,1,1,1,1,BRG-04226 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04227,BRG-04227,BFB-04227,BRG-04227,B014,rolling_element_fault,rolling_element,medium,0.7394,0.6328,BASM-04227,AssemblyRecord,assembly,BDES-00307,BMAT-00279,BMAN-00491,BASM-04227,BINSP-04227,BOPR-04227,1,1,1,1,1,1,1,BRG-04227 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04228,BRG-04228,BFB-04228,BRG-04228,OR007,outer_race_fault,outer_race,slight,0.7242,0.7341,BMAN-01091,ManufacturingBatch,manufacturing,BDES-00293,BMAT-00299,BMAN-01091,BASM-04228,BINSP-04228,BOPR-04228,1,1,1,1,1,1,1,BRG-04228 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04229,BRG-04229,BFB-04229,BRG-04229,Normal,normal,none,normal,0.886,0.8743,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00045,BMAT-00071,BMAN-01027,BASM-04229,BINSP-04229,BOPR-04229,1,1,1,1,1,1,1,BRG-04229 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04230,BRG-04230,BFB-04230,BRG-04230,IR014,inner_race_fault,inner_race,medium,0.6461,0.6462,BINSP-04230,InspectionRecord,inspection,BDES-00417,BMAT-00206,BMAN-00242,BASM-04230,BINSP-04230,BOPR-04230,1,1,1,1,1,1,1,BRG-04230 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04231,BRG-04231,BFB-04231,BRG-04231,IR007,inner_race_fault,inner_race,slight,0.6618,0.6298,BMAN-00516,ManufacturingBatch,manufacturing,BDES-00331,BMAT-00373,BMAN-00516,BASM-04231,BINSP-04231,BOPR-04231,1,1,1,1,1,1,1,BRG-04231 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04232,BRG-04232,BFB-04232,BRG-04232,OR014,outer_race_fault,outer_race,medium,0.6937,0.6226,BMAT-00344,MaterialBatch,material,BDES-00783,BMAT-00344,BMAN-00341,BASM-04232,BINSP-04232,BOPR-04232,1,1,1,1,1,1,1,BRG-04232 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04233,BRG-04233,BFB-04233,BRG-04233,IR007,inner_race_fault,inner_race,slight,0.6714,0.7144,BMAT-00255,MaterialBatch,material,BDES-00616,BMAT-00255,BMAN-00053,BASM-04233,BINSP-04233,BOPR-04233,1,1,1,1,1,1,1,BRG-04233 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04234,BRG-04234,BFB-04234,BRG-04234,OR014,outer_race_fault,outer_race,medium,0.7214,0.6758,BMAN-00337,ManufacturingBatch,manufacturing,BDES-00126,BMAT-00310,BMAN-00337,BASM-04234,BINSP-04234,BOPR-04234,1,1,1,1,1,1,1,BRG-04234 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04235,BRG-04235,BFB-04235,BRG-04235,B007,rolling_element_fault,rolling_element,slight,0.661,0.6325,BMAN-00033,ManufacturingBatch,manufacturing,BDES-00739,BMAT-00431,BMAN-00033,BASM-04235,BINSP-04235,BOPR-04235,1,1,1,1,1,1,1,BRG-04235 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04236,BRG-04236,BFB-04236,BRG-04236,OR014,outer_race_fault,outer_race,medium,0.6721,0.639,BMAN-00230,ManufacturingBatch,manufacturing,BDES-00575,BMAT-00310,BMAN-00230,BASM-04236,BINSP-04236,BOPR-04236,1,1,1,1,1,1,1,BRG-04236 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04237,BRG-04237,BFB-04237,BRG-04237,OR021,outer_race_fault,outer_race,severe,0.6781,0.7007,BMAN-00819,ManufacturingBatch,manufacturing,BDES-00800,BMAT-00473,BMAN-00819,BASM-04237,BINSP-04237,BOPR-04237,1,1,1,1,1,1,1,BRG-04237 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04238,BRG-04238,BFB-04238,BRG-04238,IR007,inner_race_fault,inner_race,slight,0.6375,0.6371,BMAT-00088,MaterialBatch,material,BDES-00290,BMAT-00088,BMAN-01041,BASM-04238,BINSP-04238,BOPR-04238,1,1,1,1,1,1,1,BRG-04238 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04239,BRG-04239,BFB-04239,BRG-04239,Normal,normal,none,normal,0.8776,0.8729,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00746,BMAT-00134,BMAN-00847,BASM-04239,BINSP-04239,BOPR-04239,1,1,1,1,1,1,1,BRG-04239 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04240,BRG-04240,BFB-04240,BRG-04240,OR021,outer_race_fault,outer_race,severe,0.7279,0.8046,BMAN-00092,ManufacturingBatch,manufacturing,BDES-00037,BMAT-00437,BMAN-00092,BASM-04240,BINSP-04240,BOPR-04240,1,1,1,1,1,1,1,BRG-04240 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04241,BRG-04241,BFB-04241,BRG-04241,Normal,normal,none,normal,0.9238,0.881,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00013,BMAT-00369,BMAN-00100,BASM-04241,BINSP-04241,BOPR-04241,1,1,1,1,1,1,1,BRG-04241 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04242,BRG-04242,BFB-04242,BRG-04242,IR014,inner_race_fault,inner_race,medium,0.684,0.6753,BMAN-01075,ManufacturingBatch,manufacturing,BDES-00652,BMAT-00427,BMAN-01075,BASM-04242,BINSP-04242,BOPR-04242,1,1,1,1,1,1,1,BRG-04242 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04243,BRG-04243,BFB-04243,BRG-04243,Normal,normal,none,normal,0.8661,0.8328,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00503,BMAT-00480,BMAN-00393,BASM-04243,BINSP-04243,BOPR-04243,1,1,1,1,1,1,1,BRG-04243 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04244,BRG-04244,BFB-04244,BRG-04244,OR014,outer_race_fault,outer_race,medium,0.7383,0.6372,BMAN-00789,ManufacturingBatch,manufacturing,BDES-00409,BMAT-00289,BMAN-00789,BASM-04244,BINSP-04244,BOPR-04244,1,1,1,1,1,1,1,BRG-04244 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04245,BRG-04245,BFB-04245,BRG-04245,IR014,inner_race_fault,inner_race,medium,0.7294,0.6031,BINSP-04245,InspectionRecord,inspection,BDES-00798,BMAT-00289,BMAN-00797,BASM-04245,BINSP-04245,BOPR-04245,1,1,1,1,1,1,1,BRG-04245 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04246,BRG-04246,BFB-04246,BRG-04246,OR014,outer_race_fault,outer_race,medium,0.7434,0.6913,BDES-00459,BearingDesignSpec,design,BDES-00459,BMAT-00489,BMAN-00012,BASM-04246,BINSP-04246,BOPR-04246,1,1,1,1,1,1,1,BRG-04246 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04247,BRG-04247,BFB-04247,BRG-04247,B007,rolling_element_fault,rolling_element,slight,0.6589,0.6235,BMAN-00413,ManufacturingBatch,manufacturing,BDES-00295,BMAT-00487,BMAN-00413,BASM-04247,BINSP-04247,BOPR-04247,1,1,1,1,1,1,1,BRG-04247 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04248,BRG-04248,BFB-04248,BRG-04248,IR014,inner_race_fault,inner_race,medium,0.7411,0.717,BMAT-00386,MaterialBatch,material,BDES-00104,BMAT-00386,BMAN-00303,BASM-04248,BINSP-04248,BOPR-04248,1,1,1,1,1,1,1,BRG-04248 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04249,BRG-04249,BFB-04249,BRG-04249,IR007,inner_race_fault,inner_race,slight,0.6846,0.5842,BMAN-00659,ManufacturingBatch,manufacturing,BDES-00763,BMAT-00326,BMAN-00659,BASM-04249,BINSP-04249,BOPR-04249,1,1,1,1,1,1,1,BRG-04249 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04250,BRG-04250,BFB-04250,BRG-04250,IR007,inner_race_fault,inner_race,slight,0.7594,0.7122,BMAN-01066,ManufacturingBatch,manufacturing,BDES-00173,BMAT-00407,BMAN-01066,BASM-04250,BINSP-04250,BOPR-04250,1,1,1,1,1,1,1,BRG-04250 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04251,BRG-04251,BFB-04251,BRG-04251,Normal,normal,none,normal,0.877,0.8386,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00075,BMAT-00252,BMAN-00591,BASM-04251,BINSP-04251,BOPR-04251,1,1,1,1,1,1,1,BRG-04251 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04252,BRG-04252,BFB-04252,BRG-04252,OR007,outer_race_fault,outer_race,slight,0.6499,0.6635,BDES-00524,BearingDesignSpec,design,BDES-00524,BMAT-00007,BMAN-00825,BASM-04252,BINSP-04252,BOPR-04252,1,1,1,1,1,1,1,BRG-04252 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04253,BRG-04253,BFB-04253,BRG-04253,OR014,outer_race_fault,outer_race,medium,0.6914,0.7185,BMAN-00369,ManufacturingBatch,manufacturing,BDES-00235,BMAT-00301,BMAN-00369,BASM-04253,BINSP-04253,BOPR-04253,1,1,1,1,1,1,1,BRG-04253 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04254,BRG-04254,BFB-04254,BRG-04254,OR021,outer_race_fault,outer_race,severe,0.6614,0.6866,BASM-04254,AssemblyRecord,assembly,BDES-00657,BMAT-00377,BMAN-00796,BASM-04254,BINSP-04254,BOPR-04254,1,1,1,1,1,1,1,BRG-04254 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04255,BRG-04255,BFB-04255,BRG-04255,OR014,outer_race_fault,outer_race,medium,0.7272,0.6112,BMAN-01113,ManufacturingBatch,manufacturing,BDES-00188,BMAT-00015,BMAN-01113,BASM-04255,BINSP-04255,BOPR-04255,1,1,1,1,1,1,1,BRG-04255 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04256,BRG-04256,BFB-04256,BRG-04256,B014,rolling_element_fault,rolling_element,medium,0.6923,0.6585,BASM-04256,AssemblyRecord,assembly,BDES-00750,BMAT-00059,BMAN-00926,BASM-04256,BINSP-04256,BOPR-04256,1,1,1,1,1,1,1,BRG-04256 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04257,BRG-04257,BFB-04257,BRG-04257,OR007,outer_race_fault,outer_race,slight,0.7111,0.6955,BOPR-04257,MaintenanceRecord,operation,BDES-00730,BMAT-00446,BMAN-00992,BASM-04257,BINSP-04257,BOPR-04257,1,1,1,1,1,1,1,BRG-04257 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04258,BRG-04258,BFB-04258,BRG-04258,Normal,normal,none,normal,0.8837,0.86,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00693,BMAT-00485,BMAN-00951,BASM-04258,BINSP-04258,BOPR-04258,1,1,1,1,1,1,1,BRG-04258 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04259,BRG-04259,BFB-04259,BRG-04259,OR014,outer_race_fault,outer_race,medium,0.7366,0.6121,BMAN-00506,ManufacturingBatch,manufacturing,BDES-00693,BMAT-00463,BMAN-00506,BASM-04259,BINSP-04259,BOPR-04259,1,1,1,1,1,1,1,BRG-04259 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04260,BRG-04260,BFB-04260,BRG-04260,IR014,inner_race_fault,inner_race,medium,0.7071,0.7297,BMAT-00237,MaterialBatch,material,BDES-00285,BMAT-00237,BMAN-00384,BASM-04260,BINSP-04260,BOPR-04260,1,1,1,1,1,1,1,BRG-04260 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04261,BRG-04261,BFB-04261,BRG-04261,Normal,normal,none,normal,0.9015,0.8289,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00075,BMAT-00146,BMAN-00804,BASM-04261,BINSP-04261,BOPR-04261,1,1,1,1,1,1,1,BRG-04261 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04262,BRG-04262,BFB-04262,BRG-04262,Normal,normal,none,normal,0.9556,0.8131,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00676,BMAT-00026,BMAN-00162,BASM-04262,BINSP-04262,BOPR-04262,1,1,1,1,1,1,1,BRG-04262 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04263,BRG-04263,BFB-04263,BRG-04263,IR021,inner_race_fault,inner_race,severe,0.7014,0.7722,BOPR-04263,MaintenanceRecord,operation,BDES-00645,BMAT-00269,BMAN-00508,BASM-04263,BINSP-04263,BOPR-04263,1,1,1,1,1,1,1,BRG-04263 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04264,BRG-04264,BFB-04264,BRG-04264,B007,rolling_element_fault,rolling_element,slight,0.7319,0.6004,BINSP-04264,InspectionRecord,inspection,BDES-00361,BMAT-00465,BMAN-00572,BASM-04264,BINSP-04264,BOPR-04264,1,1,1,1,1,1,1,BRG-04264 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-04265,BRG-04265,BFB-04265,BRG-04265,B007,rolling_element_fault,rolling_element,slight,0.7441,0.6533,BINSP-04265,InspectionRecord,inspection,BDES-00346,BMAT-00233,BMAN-00756,BASM-04265,BINSP-04265,BOPR-04265,1,1,1,1,1,1,1,BRG-04265 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
