feedback_id,bearing_id,raw_label,fault_type,fault_position,fault_severity,diagnosis_confidence,rca_text,fault_evolution_text,rca_confidence,true_reason_id,true_reason_type,true_stage
BFB-04659,BRG-04659,OR014,outer_race_fault,outer_race,medium,0.7156,该样本的生命周期风险在装配阶段较突出，能够解释当前中等外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.749,BASM-04659,AssemblyRecord,assembly
BFB-04660,BRG-04660,OR021,outer_race_fault,outer_race,severe,0.7155,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-04660。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.734,BASM-04660,AssemblyRecord,assembly
BFB-04661,BRG-04661,B021,rolling_element_fault,rolling_element,severe,0.7663,诊断结果显示轴承出现严重滚动体故障，根因更可能来自材料阶段实体 BMAT-00437 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重滚动体故障。,0.7471,BMAT-00437,MaterialBatch,material
BFB-04662,BRG-04662,OR014,outer_race_fault,outer_race,medium,0.7436,结合振动、峭度和温升特征，外圈故障与运维阶段异常高度一致，优先追溯到 BOPR-04662。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7473,BOPR-04662,MaintenanceRecord,operation
BFB-04663,BRG-04663,IR014,inner_race_fault,inner_race,medium,0.7207,该样本的生命周期风险在设计阶段较突出，能够解释当前中等内圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.66,BDES-00207,BearingDesignSpec,design
BFB-04664,BRG-04664,B014,rolling_element_fault,rolling_element,medium,0.6566,该样本的生命周期风险在制造阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.7583,BMAN-00019,ManufacturingBatch,manufacturing
BFB-04665,BRG-04665,OR014,outer_race_fault,outer_race,medium,0.7148,诊断结果显示轴承出现中等外圈故障，根因更可能来自材料阶段实体 BMAT-00465 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.7078,BMAT-00465,MaterialBatch,material
BFB-04666,BRG-04666,IR014,inner_race_fault,inner_race,medium,0.647,该样本的生命周期风险在运维阶段较突出，能够解释当前中等内圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6463,BOPR-04666,MaintenanceRecord,operation
BFB-04667,BRG-04667,IR007,inner_race_fault,inner_race,slight,0.708,结合振动、峭度和温升特征，内圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00123。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.68,BMAT-00123,MaterialBatch,material
BFB-04668,BRG-04668,IR021,inner_race_fault,inner_race,severe,0.6314,该样本的生命周期风险在制造阶段较突出，能够解释当前严重内圈故障的主要失效模式。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6967,BMAN-00780,ManufacturingBatch,manufacturing
BFB-04669,BRG-04669,B014,rolling_element_fault,rolling_element,medium,0.6817,结合振动、峭度和温升特征，滚动体故障与装配阶段异常高度一致，优先追溯到 BASM-04669。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6344,BASM-04669,AssemblyRecord,assembly
BFB-04670,BRG-04670,B014,rolling_element_fault,rolling_element,medium,0.6543,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-00053。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.7297,BMAN-00053,ManufacturingBatch,manufacturing
BFB-04671,BRG-04671,B014,rolling_element_fault,rolling_element,medium,0.6751,诊断结果显示轴承出现中等滚动体故障，根因更可能来自制造阶段实体 BMAN-00783 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.739,BMAN-00783,ManufacturingBatch,manufacturing
BFB-04672,BRG-04672,IR014,inner_race_fault,inner_race,medium,0.7296,诊断结果显示轴承出现中等内圈故障，根因更可能来自制造阶段实体 BMAN-00477 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.756,BMAN-00477,ManufacturingBatch,manufacturing
BFB-04673,BRG-04673,B014,rolling_element_fault,rolling_element,medium,0.6775,诊断结果显示轴承出现中等滚动体故障，根因更可能来自运维阶段实体 BOPR-04673 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6342,BOPR-04673,MaintenanceRecord,operation
BFB-04674,BRG-04674,B021,rolling_element_fault,rolling_element,severe,0.7104,诊断结果显示轴承出现严重滚动体故障，根因更可能来自检测阶段实体 BINSP-04674 的风险累积。,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7899,BINSP-04674,InspectionRecord,inspection
BFB-04675,BRG-04675,IR021,inner_race_fault,inner_race,severe,0.7137,该样本的生命周期风险在设计阶段较突出，能够解释当前严重内圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重内圈故障。,0.7193,BDES-00217,BearingDesignSpec,design
BFB-04676,BRG-04676,B014,rolling_element_fault,rolling_element,medium,0.6847,诊断结果显示轴承出现中等滚动体故障，根因更可能来自装配阶段实体 BASM-04676 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7167,BASM-04676,AssemblyRecord,assembly
BFB-04677,BRG-04677,B007,rolling_element_fault,rolling_element,slight,0.6151,该样本的生命周期风险在设计阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5702,BDES-00343,BearingDesignSpec,design
BFB-04678,BRG-04678,B007,rolling_element_fault,rolling_element,slight,0.7011,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.6794,BMAN-00854,ManufacturingBatch,manufacturing
BFB-04679,BRG-04679,IR007,inner_race_fault,inner_race,slight,0.721,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.5978,BMAN-00379,ManufacturingBatch,manufacturing
BFB-04680,BRG-04680,Normal,normal,none,normal,0.878,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8877,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04681,BRG-04681,B021,rolling_element_fault,rolling_element,severe,0.6867,该样本的生命周期风险在材料阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7398,BMAT-00065,MaterialBatch,material
BFB-04682,BRG-04682,OR007,outer_race_fault,outer_race,slight,0.6627,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00151。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6755,BMAN-00151,ManufacturingBatch,manufacturing
BFB-04683,BRG-04683,Normal,normal,none,normal,0.9366,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8174,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04684,BRG-04684,B021,rolling_element_fault,rolling_element,severe,0.713,该样本的生命周期风险在装配阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6818,BASM-04684,AssemblyRecord,assembly
BFB-04685,BRG-04685,Normal,normal,none,normal,0.9063,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8311,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04686,BRG-04686,OR014,outer_race_fault,outer_race,medium,0.7476,该样本的生命周期风险在检测阶段较突出，能够解释当前中等外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6696,BINSP-04686,InspectionRecord,inspection
BFB-04687,BRG-04687,OR014,outer_race_fault,outer_race,medium,0.6704,该样本的生命周期风险在制造阶段较突出，能够解释当前中等外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6034,BMAN-00805,ManufacturingBatch,manufacturing
BFB-04688,BRG-04688,OR014,outer_race_fault,outer_race,medium,0.709,该样本的生命周期风险在装配阶段较突出，能够解释当前中等外圈故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6877,BASM-04688,AssemblyRecord,assembly
BFB-04689,BRG-04689,OR014,outer_race_fault,outer_race,medium,0.7247,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-04689。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6807,BASM-04689,AssemblyRecord,assembly
BFB-04690,BRG-04690,IR007,inner_race_fault,inner_race,slight,0.6936,结合振动、峭度和温升特征，内圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00102。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.6553,BMAT-00102,MaterialBatch,material
BFB-04691,BRG-04691,B021,rolling_element_fault,rolling_element,severe,0.7563,结合振动、峭度和温升特征，滚动体故障与运维阶段异常高度一致，优先追溯到 BOPR-04691。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重滚动体故障。,0.7055,BOPR-04691,MaintenanceRecord,operation
BFB-04692,BRG-04692,B021,rolling_element_fault,rolling_element,severe,0.681,该样本的生命周期风险在装配阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重滚动体故障。,0.7532,BASM-04692,AssemblyRecord,assembly
BFB-04693,BRG-04693,OR007,outer_race_fault,outer_race,slight,0.633,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-04693。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微外圈故障。,0.5706,BASM-04693,AssemblyRecord,assembly
BFB-04694,BRG-04694,OR014,outer_race_fault,outer_race,medium,0.7604,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00219。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7349,BMAN-00219,ManufacturingBatch,manufacturing
BFB-04695,BRG-04695,OR014,outer_race_fault,outer_race,medium,0.7522,该样本的生命周期风险在运维阶段较突出，能够解释当前中等外圈故障的主要失效模式。,风险首先在运维阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6425,BOPR-04695,MaintenanceRecord,operation
BFB-04696,BRG-04696,B021,rolling_element_fault,rolling_element,severe,0.7632,该样本的生命周期风险在装配阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.8312,BASM-04696,AssemblyRecord,assembly
BFB-04697,BRG-04697,IR021,inner_race_fault,inner_race,severe,0.6948,诊断结果显示轴承出现严重内圈故障，根因更可能来自制造阶段实体 BMAN-01129 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6601,BMAN-01129,ManufacturingBatch,manufacturing
BFB-04698,BRG-04698,Normal,normal,none,normal,0.8756,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8972,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04699,BRG-04699,OR014,outer_race_fault,outer_race,medium,0.7541,该样本的生命周期风险在设计阶段较突出，能够解释当前中等外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.7688,BDES-00524,BearingDesignSpec,design
BFB-04700,BRG-04700,Normal,normal,none,normal,0.923,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8836,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04701,BRG-04701,Normal,normal,none,normal,0.8783,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8094,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04702,BRG-04702,OR014,outer_race_fault,outer_race,medium,0.7424,该样本的生命周期风险在装配阶段较突出，能够解释当前中等外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6866,BASM-04702,AssemblyRecord,assembly
BFB-04703,BRG-04703,Normal,normal,none,normal,0.8856,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.7863,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04704,BRG-04704,IR014,inner_race_fault,inner_race,medium,0.6604,该样本的生命周期风险在装配阶段较突出，能够解释当前中等内圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.6462,BASM-04704,AssemblyRecord,assembly
BFB-04705,BRG-04705,Normal,normal,none,normal,0.8932,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8029,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04706,BRG-04706,OR014,outer_race_fault,outer_race,medium,0.7448,诊断结果显示轴承出现中等外圈故障，根因更可能来自制造阶段实体 BMAN-00386 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5811,BMAN-00386,ManufacturingBatch,manufacturing
BFB-04707,BRG-04707,OR021,outer_race_fault,outer_race,severe,0.6796,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00714。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6588,BMAN-00714,ManufacturingBatch,manufacturing
BFB-04708,BRG-04708,OR007,outer_race_fault,outer_race,slight,0.7547,诊断结果显示轴承出现轻微外圈故障，根因更可能来自制造阶段实体 BMAN-00251 的风险累积。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6622,BMAN-00251,ManufacturingBatch,manufacturing
BFB-04709,BRG-04709,OR021,outer_race_fault,outer_race,severe,0.7351,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-04709。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6495,BASM-04709,AssemblyRecord,assembly
BFB-04710,BRG-04710,B007,rolling_element_fault,rolling_element,slight,0.7157,诊断结果显示轴承出现轻微滚动体故障，根因更可能来自装配阶段实体 BASM-04710 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.7367,BASM-04710,AssemblyRecord,assembly
BFB-04711,BRG-04711,OR007,outer_race_fault,outer_race,slight,0.6402,结合振动、峭度和温升特征，外圈故障与运维阶段异常高度一致，优先追溯到 BOPR-04711。,风险首先在运维阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6476,BOPR-04711,MaintenanceRecord,operation
BFB-04712,BRG-04712,B014,rolling_element_fault,rolling_element,medium,0.7793,该样本的生命周期风险在装配阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6396,BASM-04712,AssemblyRecord,assembly
BFB-04713,BRG-04713,Normal,normal,none,normal,0.8669,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8059,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04714,BRG-04714,IR021,inner_race_fault,inner_race,severe,0.7366,该样本的生命周期风险在制造阶段较突出，能够解释当前严重内圈故障的主要失效模式。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7049,BMAN-00683,ManufacturingBatch,manufacturing
BFB-04715,BRG-04715,IR021,inner_race_fault,inner_race,severe,0.7209,诊断结果显示轴承出现严重内圈故障，根因更可能来自运维阶段实体 BOPR-04715 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6662,BOPR-04715,MaintenanceRecord,operation
BFB-04716,BRG-04716,B014,rolling_element_fault,rolling_element,medium,0.6763,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-00986。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6675,BMAN-00986,ManufacturingBatch,manufacturing
BFB-04717,BRG-04717,IR021,inner_race_fault,inner_race,severe,0.7861,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00563。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重内圈故障。,0.7049,BMAN-00563,ManufacturingBatch,manufacturing
BFB-04718,BRG-04718,IR007,inner_race_fault,inner_race,slight,0.6532,诊断结果显示轴承出现轻微内圈故障，根因更可能来自材料阶段实体 BMAT-00206 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.625,BMAT-00206,MaterialBatch,material
BFB-04719,BRG-04719,OR014,outer_race_fault,outer_race,medium,0.702,该样本的生命周期风险在装配阶段较突出，能够解释当前中等外圈故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7181,BASM-04719,AssemblyRecord,assembly
BFB-04720,BRG-04720,Normal,normal,none,normal,0.9166,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8352,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04721,BRG-04721,OR014,outer_race_fault,outer_race,medium,0.7104,诊断结果显示轴承出现中等外圈故障，根因更可能来自制造阶段实体 BMAN-00262 的风险累积。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6175,BMAN-00262,ManufacturingBatch,manufacturing
BFB-04722,BRG-04722,IR014,inner_race_fault,inner_race,medium,0.7353,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7242,BMAN-00974,ManufacturingBatch,manufacturing
BFB-04723,BRG-04723,OR021,outer_race_fault,outer_race,severe,0.749,诊断结果显示轴承出现严重外圈故障，根因更可能来自装配阶段实体 BASM-04723 的风险累积。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6891,BASM-04723,AssemblyRecord,assembly
BFB-04724,BRG-04724,Normal,normal,none,normal,0.8891,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8163,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04725,BRG-04725,IR014,inner_race_fault,inner_race,medium,0.7042,结合振动、峭度和温升特征，内圈故障与设计阶段异常高度一致，优先追溯到 BDES-00008。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.6047,BDES-00008,BearingDesignSpec,design
BFB-04726,BRG-04726,IR007,inner_race_fault,inner_race,slight,0.7617,诊断结果显示轴承出现轻微内圈故障，根因更可能来自运维阶段实体 BOPR-04726 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7216,BOPR-04726,MaintenanceRecord,operation
BFB-04727,BRG-04727,B014,rolling_element_fault,rolling_element,medium,0.716,诊断结果显示轴承出现中等滚动体故障，根因更可能来自制造阶段实体 BMAN-00074 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7397,BMAN-00074,ManufacturingBatch,manufacturing
BFB-04728,BRG-04728,B014,rolling_element_fault,rolling_element,medium,0.7507,该样本的生命周期风险在材料阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6655,BMAT-00300,MaterialBatch,material
BFB-04729,BRG-04729,Normal,normal,none,normal,0.9507,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8779,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04730,BRG-04730,OR021,outer_race_fault,outer_race,severe,0.7577,诊断结果显示轴承出现严重外圈故障，根因更可能来自检测阶段实体 BINSP-04730 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.7165,BINSP-04730,InspectionRecord,inspection
BFB-04731,BRG-04731,IR021,inner_race_fault,inner_race,severe,0.7215,诊断结果显示轴承出现严重内圈故障，根因更可能来自材料阶段实体 BMAT-00257 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重内圈故障。,0.6796,BMAT-00257,MaterialBatch,material
BFB-04732,BRG-04732,B007,rolling_element_fault,rolling_element,slight,0.6431,诊断结果显示轴承出现轻微滚动体故障，根因更可能来自制造阶段实体 BMAN-00421 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5778,BMAN-00421,ManufacturingBatch,manufacturing
BFB-04733,BRG-04733,Normal,normal,none,normal,0.9568,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.7822,NORMAL_BASELINE,QualityFeedback,feedback
BFB-04734,BRG-04734,B007,rolling_element_fault,rolling_element,slight,0.657,诊断结果显示轴承出现轻微滚动体故障，根因更可能来自材料阶段实体 BMAT-00314 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5652,BMAT-00314,MaterialBatch,material
BFB-04735,BRG-04735,IR007,inner_race_fault,inner_race,slight,0.5773,诊断结果显示轴承出现轻微内圈故障，根因更可能来自运维阶段实体 BOPR-04735 的风险累积。,风险首先在运维阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6209,BOPR-04735,MaintenanceRecord,operation
BFB-04736,BRG-04736,IR014,inner_race_fault,inner_race,medium,0.7587,诊断结果显示轴承出现中等内圈故障，根因更可能来自制造阶段实体 BMAN-00985 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.7864,BMAN-00985,ManufacturingBatch,manufacturing
BFB-04737,BRG-04737,IR007,inner_race_fault,inner_race,slight,0.6886,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00334。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.5689,BMAN-00334,ManufacturingBatch,manufacturing
BFB-04738,BRG-04738,IR007,inner_race_fault,inner_race,slight,0.639,该样本的生命周期风险在装配阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6361,BASM-04738,AssemblyRecord,assembly
BFB-04739,BRG-04739,B007,rolling_element_fault,rolling_element,slight,0.7284,该样本的生命周期风险在检测阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6988,BINSP-04739,InspectionRecord,inspection
BFB-04740,BRG-04740,OR014,outer_race_fault,outer_race,medium,0.6918,诊断结果显示轴承出现中等外圈故障，根因更可能来自装配阶段实体 BASM-04740 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6701,BASM-04740,AssemblyRecord,assembly
BFB-04741,BRG-04741,B014,rolling_element_fault,rolling_element,medium,0.6979,该样本的生命周期风险在制造阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6927,BMAN-00267,ManufacturingBatch,manufacturing
BFB-04742,BRG-04742,IR007,inner_race_fault,inner_race,slight,0.655,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6369,BMAN-00375,ManufacturingBatch,manufacturing
BFB-04743,BRG-04743,B021,rolling_element_fault,rolling_element,severe,0.7194,诊断结果显示轴承出现严重滚动体故障，根因更可能来自制造阶段实体 BMAN-00345 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7073,BMAN-00345,ManufacturingBatch,manufacturing
BFB-04744,BRG-04744,B021,rolling_element_fault,rolling_element,severe,0.6534,结合振动、峭度和温升特征，滚动体故障与运维阶段异常高度一致，优先追溯到 BOPR-04744。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5912,BOPR-04744,MaintenanceRecord,operation
BFB-04745,BRG-04745,B007,rolling_element_fault,rolling_element,slight,0.7421,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-00531。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6221,BMAN-00531,ManufacturingBatch,manufacturing
BFB-04746,BRG-04746,OR021,outer_race_fault,outer_race,severe,0.7673,该样本的生命周期风险在装配阶段较突出，能够解释当前严重外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.721,BASM-04746,AssemblyRecord,assembly
BFB-04747,BRG-04747,B007,rolling_element_fault,rolling_element,slight,0.6743,诊断结果显示轴承出现轻微滚动体故障，根因更可能来自材料阶段实体 BMAT-00116 的风险累积。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6619,BMAT-00116,MaterialBatch,material
BFB-04748,BRG-04748,B007,rolling_element_fault,rolling_element,slight,0.7466,诊断结果显示轴承出现轻微滚动体故障，根因更可能来自材料阶段实体 BMAT-00336 的风险累积。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7083,BMAT-00336,MaterialBatch,material
BFB-04749,BRG-04749,B014,rolling_element_fault,rolling_element,medium,0.7866,诊断结果显示轴承出现中等滚动体故障，根因更可能来自材料阶段实体 BMAT-00325 的风险累积。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6931,BMAT-00325,MaterialBatch,material
BFB-04750,BRG-04750,B014,rolling_element_fault,rolling_element,medium,0.7152,结合振动、峭度和温升特征，滚动体故障与装配阶段异常高度一致，优先追溯到 BASM-04750。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6755,BASM-04750,AssemblyRecord,assembly
BFB-04751,BRG-04751,IR021,inner_race_fault,inner_race,severe,0.7477,诊断结果显示轴承出现严重内圈故障，根因更可能来自设计阶段实体 BDES-00023 的风险累积。,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.666,BDES-00023,BearingDesignSpec,design
BFB-04752,BRG-04752,IR007,inner_race_fault,inner_race,slight,0.6535,结合振动、峭度和温升特征，内圈故障与检测阶段异常高度一致，优先追溯到 BINSP-04752。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6351,BINSP-04752,InspectionRecord,inspection
BFB-04753,BRG-04753,OR021,outer_race_fault,outer_race,severe,0.7496,结合振动、峭度和温升特征，外圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00460。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6376,BMAT-00460,MaterialBatch,material
