case_id,feedback_id,root_sensor,root_sensor_confidence,secondary_sensor,secondary_sensor_confidence,root_component_code,root_component_name,component_confidence,rca_confidence,rca_text,fault_evolution_text
HCASE-04617,HFB-04617,PS3,0.8043,PS3,0.7037,C009,单向阀,0.7224,0.5934,单向阀出现轻微温度异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00276。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04618,HFB-04618,PS3,0.8361,FS1,0.7086,C010,节流阀,0.7827,0.5639,该案例表现为中度泄漏异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04619,HFB-04619,PS5,0.758,PS2,0.5506,C003,作动筒,0.7553,0.5729,该案例表现为中度温度异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04620,HFB-04620,VS1,0.7602,PS1,0.7565,C001,液压泵总成,0.7583,0.6135,该案例表现为中度泄漏异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04621,HFB-04621,FS1,0.8445,TS4,0.6154,C008,液压油箱,0.7732,0.6258,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-04622,HFB-04622,EPS1,0.7084,FS1,0.6766,C012,卸荷阀,0.7279,0.6679,结合传感器能量和检测记录，卸荷阀的温度异常与运维阶段高风险实体 HOPR-04622 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04623,HFB-04623,TS2,0.7714,FS1,0.5347,C006,冷却器,0.7088,0.5554,该案例表现为轻微温度异常，根因更可能由检测阶段隐患累积触发。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04624,HFB-04624,PS2,0.7935,FS2,0.5662,C011,管路总成,0.8157,0.6668,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04625,HFB-04625,TS4,0.8626,TS4,0.7548,C007,过滤器,0.7663,0.6111,节流阀出现轻微振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00580。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04626,HFB-04626,PS2,0.8503,PS2,0.744,C004,溢流阀,0.739,0.6425,结合传感器能量和检测记录，单向阀的泄漏异常与运维阶段高风险实体 HOPR-04626 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04627,HFB-04627,PS1,0.7092,PS5,0.5448,C011,管路总成,0.6951,0.5283,该案例表现为轻微阀芯卡滞，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04628,HFB-04628,TS3,0.7571,FS1,0.5349,C006,冷却器,0.7421,0.5439,结合传感器能量和检测记录，冷却器的泄漏异常与材料阶段高风险实体 HMAT-00598 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04629,HFB-04629,PS3,0.7854,FS1,0.6353,C010,节流阀,0.6963,0.5791,结合传感器能量和检测记录，节流阀的压力异常与运维阶段高风险实体 HOPR-04629 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04630,HFB-04630,PS2,0.8995,PS6,0.6239,C004,溢流阀,0.8258,0.6628,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04631,HFB-04631,PS3,0.859,PS3,0.7516,C002,方向控制阀,0.7639,0.6058,方向控制阀出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04631。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04632,HFB-04632,VS1,0.7528,FS1,0.554,C001,液压泵总成,0.7327,0.6049,结合传感器能量和检测记录，液压泵总成的压力异常与运维阶段高风险实体 HOPR-04632 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04633,HFB-04633,PS1,0.8327,VS1,0.5728,C012,卸荷阀,0.816,0.6426,结合传感器能量和检测记录，卸荷阀的阀芯卡滞与运维阶段高风险实体 HOPR-04633 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04634,HFB-04634,TS3,0.779,TS3,0.6817,C008,液压油箱,0.735,0.6269,该案例表现为轻微泄漏异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04635,HFB-04635,FS1,0.9102,FS1,0.7964,C010,节流阀,0.8139,0.6598,节流阀出现中度阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04635。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04636,HFB-04636,PS3,0.8217,PS3,0.719,C009,单向阀,0.7301,0.5649,单向阀出现轻微泄漏异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00917。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04637,HFB-04637,PS6,0.8003,EPS1,0.4905,C005,蓄能器,0.7102,0.556,蓄能器出现轻微泄漏异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-04637。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04638,HFB-04638,PS1,0.7785,FS2,0.5232,C011,管路总成,0.7959,0.6753,结合传感器能量和检测记录，管路总成的压力异常与装配阶段高风险实体 HASM-04638 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04639,HFB-04639,PS2,0.7753,PS5,0.5549,C011,管路总成,0.7766,0.6232,管路总成出现中度泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04639。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04640,HFB-04640,TS4,0.8457,FS1,0.7147,C007,过滤器,0.7337,0.6172,结合传感器能量和检测记录，节流阀的泄漏异常与材料阶段高风险实体 HMAT-00154 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04641,HFB-04641,PS6,0.8926,PS6,0.781,C011,管路总成,0.8249,0.6977,管路总成出现中度振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00579。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04642,HFB-04642,PS6,0.9029,PS6,0.79,C011,管路总成,0.8447,0.6679,管路总成出现中度流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04642。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04643,HFB-04643,PS3,0.8943,FS1,0.703,C002,方向控制阀,0.7963,0.6298,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04644,HFB-04644,TS4,0.8056,FS1,0.7342,C007,过滤器,0.7515,0.5937,结合传感器能量和检测记录，过滤器的振动异常与检测阶段高风险实体 HINSP-04644 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04645,HFB-04645,TS4,0.7261,PS5,0.5197,C007,过滤器,0.7135,0.5399,过滤器出现轻微流量异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-01093。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04646,HFB-04646,PS4,0.6807,VS1,0.5119,C003,作动筒,0.6814,0.5069,结合传感器能量和检测记录，作动筒的泄漏异常与检测阶段高风险实体 HINSP-04646 一致。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04647,HFB-04647,TS4,0.7629,FS1,0.7696,C007,过滤器,0.7436,0.6531,结合传感器能量和检测记录，过滤器的流量异常与运维阶段高风险实体 HOPR-04647 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04648,HFB-04648,EPS1,0.8323,FS1,0.5687,C004,溢流阀,0.7444,0.5939,结合传感器能量和检测记录，溢流阀的温度异常与运维阶段高风险实体 HOPR-04648 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04649,HFB-04649,PS1,0.8068,TS1,0.6734,C012,卸荷阀,0.7594,0.5904,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04650,HFB-04650,PS5,0.7715,PS5,0.6751,C003,作动筒,0.7365,0.5715,结合传感器能量和检测记录，作动筒的泄漏异常与制造阶段高风险实体 HMAN-00458 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04651,HFB-04651,VS1,0.8471,PS6,0.5543,C001,液压泵总成,0.7667,0.5996,该案例表现为轻微温度异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04652,HFB-04652,VS1,0.7687,FS1,0.5626,C001,液压泵总成,0.7424,0.5643,液压泵总成出现轻微压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00797。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04653,HFB-04653,VS1,0.7464,PS5,0.5426,C011,管路总成,0.7972,0.6187,该案例表现为中度泄漏异常，根因更可能由材料阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04654,HFB-04654,TS3,0.8822,TS3,0.7719,C008,液压油箱,0.7873,0.6081,液压油箱出现轻微温度异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00147。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04655,HFB-04655,PS1,0.8227,PS1,0.7199,C012,卸荷阀,0.7582,0.5855,液压泵总成出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04655。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04656,HFB-04656,FS1,0.8859,PS5,0.5718,C009,单向阀,0.8059,0.5878,结合传感器能量和检测记录，单向阀的阀芯卡滞与制造阶段高风险实体 HMAN-01175 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-04657,HFB-04657,PS3,0.7091,TS4,0.5241,C010,节流阀,0.7292,0.5905,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04658,HFB-04658,PS5,0.72,PS3,0.6992,C010,节流阀,0.6924,0.5576,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-04659,HFB-04659,PS3,0.939,PS3,0.8216,C002,方向控制阀,0.8255,0.6927,结合传感器能量和检测记录，方向控制阀的阀芯卡滞与制造阶段高风险实体 HMAN-00629 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04660,HFB-04660,FS1,0.929,FS1,0.8129,C007,过滤器,0.8393,0.6631,过滤器出现中度流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04660。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04661,HFB-04661,PS2,0.8875,PS1,0.6033,C004,溢流阀,0.8419,0.7286,结合传感器能量和检测记录，溢流阀的压力异常与材料阶段高风险实体 HMAT-00490 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04662,HFB-04662,TS4,0.7867,FS1,0.7826,C007,过滤器,0.7528,0.5772,结合传感器能量和检测记录，过滤器的泄漏异常与设计阶段高风险实体 HDES-00681 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04663,HFB-04663,PS2,0.7589,FS1,0.7155,C009,单向阀,0.7537,0.6509,该案例表现为中度阀芯卡滞，根因更可能由材料阶段隐患累积触发。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04664,HFB-04664,FS1,0.8399,TS4,0.523,C008,液压油箱,0.7563,0.6389,液压油箱出现轻微泄漏异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00242。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04665,HFB-04665,PS6,0.7969,PS2,0.6945,C005,蓄能器,0.7241,0.5844,蓄能器出现轻微流量异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00110。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04666,HFB-04666,TS3,0.7495,TS4,0.5996,C008,液压油箱,0.7315,0.5983,液压油箱出现轻微温度异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00120。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-04667,HFB-04667,PS4,0.6662,FS1,0.7179,C002,方向控制阀,0.6972,0.5989,结合传感器能量和检测记录，方向控制阀的流量异常与制造阶段高风险实体 HMAN-00127 一致。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04668,HFB-04668,PS5,0.8129,PS3,0.4969,C003,作动筒,0.7431,0.5974,作动筒出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04668。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04669,HFB-04669,TS2,0.8185,FS1,0.5331,C006,冷却器,0.7892,0.5843,结合传感器能量和检测记录，冷却器的温度异常与运维阶段高风险实体 HOPR-04669 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04670,HFB-04670,FS1,0.8771,PS3,0.8072,C010,节流阀,0.825,0.6641,结合传感器能量和检测记录，节流阀的阀芯卡滞与装配阶段高风险实体 HASM-04670 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04671,HFB-04671,PS6,0.8432,VS1,0.502,C005,蓄能器,0.713,0.6202,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-04672,HFB-04672,VS1,0.8629,PS1,0.733,C001,液压泵总成,0.7956,0.6018,该案例表现为中度压力异常，根因更可能由检测阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04673,HFB-04673,PS6,0.96,PS6,0.84,C005,蓄能器,0.8618,0.6576,管路总成出现中度压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00537。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04674,HFB-04674,PS6,0.9098,PS1,0.5583,C005,蓄能器,0.7982,0.606,该案例表现为轻微泄漏异常，根因更可能由材料阶段隐患累积触发。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04675,HFB-04675,TS3,0.8003,TS2,0.5535,C008,液压油箱,0.7537,0.576,结合传感器能量和检测记录，液压油箱的流量异常与运维阶段高风险实体 HOPR-04675 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04676,HFB-04676,PS1,0.7244,PS2,0.6219,C012,卸荷阀,0.7289,0.5574,结合传感器能量和检测记录，卸荷阀的泄漏异常与装配阶段高风险实体 HASM-04676 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04677,HFB-04677,FS2,0.741,TS4,0.5815,C008,液压油箱,0.7676,0.6648,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04678,HFB-04678,PS3,0.8548,PS2,0.564,C002,方向控制阀,0.7372,0.5714,结合传感器能量和检测记录，方向控制阀的压力异常与设计阶段高风险实体 HDES-00392 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04679,HFB-04679,PS4,0.7253,VS1,0.6037,C003,作动筒,0.7389,0.5714,作动筒出现中度振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04679。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04680,HFB-04680,PS6,0.7278,VS1,0.7384,C011,管路总成,0.7264,0.5397,管路总成出现轻微振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00692。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04681,HFB-04681,PS1,0.8022,EPS1,0.5312,C001,液压泵总成,0.742,0.5318,结合传感器能量和检测记录，液压泵总成的振动异常与设计阶段高风险实体 HDES-01179 一致。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04682,HFB-04682,FS2,0.7079,FS1,0.7368,C008,液压油箱,0.6877,0.5578,结合传感器能量和检测记录，液压油箱的振动异常与运维阶段高风险实体 HOPR-04682 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04683,HFB-04683,TS4,0.7613,FS1,0.7484,C007,过滤器,0.7417,0.6107,该案例表现为轻微压力异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04684,HFB-04684,FS1,0.7611,PS5,0.5379,C009,单向阀,0.6779,0.5255,单向阀出现轻微泄漏异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-04684。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04685,HFB-04685,PS3,0.7959,PS3,0.6964,C010,节流阀,0.7459,0.5673,节流阀出现轻微泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04685。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04686,HFB-04686,FS1,0.7997,PS3,0.7512,C002,方向控制阀,0.7734,0.6044,该案例表现为中度泄漏异常，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04687,HFB-04687,TS2,0.7439,FS1,0.5775,C006,冷却器,0.7296,0.6014,冷却器出现轻微流量异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00371。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04688,HFB-04688,FS1,0.6809,TS3,0.7123,C008,液压油箱,0.6587,0.5099,该案例表现为轻微泄漏异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04689,HFB-04689,PS2,0.7401,PS4,0.5612,C011,管路总成,0.7522,0.5918,结合传感器能量和检测记录，管路总成的振动异常与运维阶段高风险实体 HOPR-04689 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04690,HFB-04690,TS3,0.8043,TS2,0.7438,C006,冷却器,0.7214,0.5915,液压油箱出现轻微振动异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00116。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04691,HFB-04691,VS1,0.7532,TS1,0.6762,C001,液压泵总成,0.7388,0.6037,结合传感器能量和检测记录，液压泵总成的压力异常与制造阶段高风险实体 HMAN-00140 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04692,HFB-04692,PS6,0.8291,EPS1,0.5264,C005,蓄能器,0.753,0.573,结合传感器能量和检测记录，蓄能器的泄漏异常与制造阶段高风险实体 HMAN-00394 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04693,HFB-04693,PS6,0.96,PS2,0.7461,C005,蓄能器,0.8565,0.7289,该案例表现为中度振动异常，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04694,HFB-04694,PS5,0.6855,FS1,0.547,C003,作动筒,0.6731,0.4885,作动筒出现轻微流量异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-04694。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04695,HFB-04695,PS6,0.7903,PS2,0.7327,C005,蓄能器,0.7251,0.5774,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-04696,HFB-04696,EPS1,0.7286,PS3,0.5929,C004,溢流阀,0.7228,0.6181,结合传感器能量和检测记录，溢流阀的压力异常与材料阶段高风险实体 HMAT-00328 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04697,HFB-04697,PS1,0.7853,PS1,0.6871,C011,管路总成,0.7335,0.5824,结合传感器能量和检测记录，管路总成的温度异常与运维阶段高风险实体 HOPR-04697 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04698,HFB-04698,PS2,0.8877,PS2,0.7768,C004,溢流阀,0.784,0.6858,单向阀出现轻微阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00685。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04699,HFB-04699,FS1,0.7595,PS3,0.7094,C010,节流阀,0.6951,0.5732,该案例表现为轻微温度异常，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-04700,HFB-04700,EPS1,0.7991,EPS1,0.6992,C012,卸荷阀,0.7205,0.5591,卸荷阀出现轻微温度异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00887。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04701,HFB-04701,FS1,0.6874,VS1,0.559,C012,卸荷阀,0.6781,0.5432,该案例表现为轻微振动异常，根因更可能由材料阶段隐患累积触发。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04702,HFB-04702,PS3,0.7971,PS5,0.5506,C009,单向阀,0.7309,0.5342,单向阀出现轻微温度异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-04702。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04703,HFB-04703,PS2,0.7966,PS1,0.5386,C005,蓄能器,0.7281,0.6131,结合传感器能量和检测记录，蓄能器的温度异常与运维阶段高风险实体 HOPR-04703 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04704,HFB-04704,PS6,0.9142,PS2,0.7174,C005,蓄能器,0.7819,0.607,蓄能器出现轻微泄漏异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00112。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04705,HFB-04705,PS1,0.8285,VS1,0.7569,C001,液压泵总成,0.8015,0.663,结合传感器能量和检测记录，卸荷阀的阀芯卡滞与运维阶段高风险实体 HOPR-04705 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04706,HFB-04706,FS1,0.7853,FS1,0.6871,C007,过滤器,0.6906,0.5586,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-04707,HFB-04707,PS3,0.7881,PS2,0.7998,C009,单向阀,0.7632,0.6658,单向阀出现中度阀芯卡滞，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00239。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04708,HFB-04708,PS6,0.7964,PS2,0.6666,C005,蓄能器,0.6919,0.5211,结合传感器能量和检测记录，蓄能器的振动异常与材料阶段高风险实体 HMAT-00568 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04709,HFB-04709,FS2,0.7329,PS1,0.5556,C003,作动筒,0.7441,0.6139,作动筒出现中度泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04709。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04710,HFB-04710,PS3,0.8165,PS3,0.7145,C002,方向控制阀,0.7314,0.5728,方向控制阀出现轻微温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04710。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04711,HFB-04711,PS4,0.6574,PS3,0.7522,C002,方向控制阀,0.6808,0.5662,该案例表现为轻微温度异常，根因更可能由检测阶段隐患累积触发。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04712,HFB-04712,VS1,0.6616,PS6,0.7532,C011,管路总成,0.6874,0.5631,结合传感器能量和检测记录，管路总成的流量异常与设计阶段高风险实体 HPIP-00801 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04713,HFB-04713,PS2,0.8304,EPS1,0.5223,C009,单向阀,0.7512,0.6349,该案例表现为轻微振动异常，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-04714,HFB-04714,PS6,0.9568,PS2,0.8061,C011,管路总成,0.882,0.6893,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04715,HFB-04715,FS1,0.7667,PS5,0.5146,C007,过滤器,0.7056,0.5529,过滤器出现轻微振动异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00032。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04716,HFB-04716,PS5,0.726,PS3,0.5606,C003,作动筒,0.7194,0.5792,该案例表现为轻微泄漏异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04717,HFB-04717,FS1,0.9137,TS3,0.5217,C007,过滤器,0.811,0.6293,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04718,HFB-04718,PS2,0.6797,FS1,0.6846,C009,单向阀,0.6673,0.5845,结合传感器能量和检测记录，单向阀的流量异常与制造阶段高风险实体 HMAN-01063 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04719,HFB-04719,PS6,0.96,PS1,0.594,C005,蓄能器,0.8328,0.6606,蓄能器出现轻微压力异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-04719。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04720,HFB-04720,PS3,0.842,FS1,0.7022,C009,单向阀,0.7845,0.625,结合传感器能量和检测记录，节流阀的流量异常与检测阶段高风险实体 HINSP-04720 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
