feedback_id,case_id,component_uid,component_code,component_name,fault_type,fault_position,fault_severity,diagnosis_confidence,rca_text,fault_evolution_text,rca_confidence,true_reason_id,true_reason_type,true_stage
HFB-03942,HCASE-03942,HCU-03942,C008,液压油箱,temperature_abnormal,液压油箱,slight,0.6993,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.6104,HOPR-03942,MaintenanceRecord,operation
HFB-03943,HCASE-03943,HCU-03943,C004,溢流阀,valve_stuck,溢流阀,medium,0.7462,该案例表现为中度阀芯卡滞，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6193,HMAN-01012,ManufacturingBatch,manufacturing
HFB-03944,HCASE-03944,HCU-03944,C008,液压油箱,flow_abnormal,液压油箱,slight,0.6497,液压油箱出现轻微流量异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00096。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6304,HMAN-00096,ManufacturingBatch,manufacturing
HFB-03945,HCASE-03945,HCU-03945,C003,作动筒,pressure_abnormal,作动筒,slight,0.6617,作动筒出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-03945。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5814,HOPR-03945,MaintenanceRecord,operation
HFB-03946,HCASE-03946,HCU-03946,C011,管路总成,pressure_abnormal,管路总成,medium,0.7546,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6335,HPIP-00679,PipeDesignParam,design
HFB-03947,HCASE-03947,HCU-03947,C011,管路总成,oil_leakage,管路总成,medium,0.7822,该案例表现为中度泄漏异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6149,HMAN-01174,ManufacturingBatch,manufacturing
HFB-03948,HCASE-03948,HCU-03948,C010,节流阀,flow_abnormal,节流阀,medium,0.7579,结合传感器能量和检测记录，节流阀的流量异常与材料阶段高风险实体 HMAT-00384 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6781,HMAT-00384,MaterialBatch,material
HFB-03949,HCASE-03949,HCU-03949,C004,溢流阀,vibration_abnormal,溢流阀,slight,0.6538,结合传感器能量和检测记录，溢流阀的振动异常与运维阶段高风险实体 HOPR-03949 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5765,HOPR-03949,MaintenanceRecord,operation
HFB-03950,HCASE-03950,HCU-03950,C009,单向阀,vibration_abnormal,单向阀,slight,0.7233,该案例表现为轻微振动异常，根因更可能由检测阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6038,HINSP-03950,InspectionRecord,inspection
HFB-03951,HCASE-03951,HCU-03951,C012,卸荷阀,valve_stuck,卸荷阀,slight,0.6879,结合传感器能量和检测记录，卸荷阀的阀芯卡滞与材料阶段高风险实体 HMAT-00305 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5972,HMAT-00305,MaterialBatch,material
HFB-03952,HCASE-03952,HCU-03952,C010,节流阀,pressure_abnormal,节流阀,slight,0.6349,节流阀出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-03952。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5358,HOPR-03952,MaintenanceRecord,operation
HFB-03953,HCASE-03953,HCU-03953,C004,溢流阀,valve_stuck,溢流阀,medium,0.6668,该案例表现为中度阀芯卡滞，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.6235,HMAN-00680,ManufacturingBatch,manufacturing
HFB-03954,HCASE-03954,HCU-03954,C008,液压油箱,pressure_abnormal,液压油箱,slight,0.6903,液压油箱出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-03954。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5895,HOPR-03954,MaintenanceRecord,operation
HFB-03955,HCASE-03955,HCU-03955,C002,方向控制阀,flow_abnormal,方向控制阀,slight,0.7204,方向控制阀出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-03955。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6275,HOPR-03955,MaintenanceRecord,operation
HFB-03956,HCASE-03956,HCU-03956,C001,液压泵总成,valve_stuck,液压泵总成,slight,0.6086,液压泵总成出现轻微阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00594。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5493,HMAN-00594,ManufacturingBatch,manufacturing
HFB-03957,HCASE-03957,HCU-03957,C006,冷却器,vibration_abnormal,冷却器,slight,0.7047,冷却器出现轻微振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-01120。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6336,HMAN-01120,ManufacturingBatch,manufacturing
HFB-03958,HCASE-03958,HCU-03958,C007,过滤器,vibration_abnormal,过滤器,slight,0.7066,结合传感器能量和检测记录，过滤器的振动异常与制造阶段高风险实体 HMAN-00008 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6428,HMAN-00008,ManufacturingBatch,manufacturing
HFB-03959,HCASE-03959,HCU-03959,C008,液压油箱,valve_stuck,液压油箱,slight,0.6767,液压油箱出现轻微阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00534。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5585,HMAN-00534,ManufacturingBatch,manufacturing
HFB-03960,HCASE-03960,HCU-03960,C009,单向阀,oil_leakage,单向阀,slight,0.6963,该案例表现为轻微泄漏异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.5542,HDES-01178,DesignSpec,design
HFB-03961,HCASE-03961,HCU-03961,C004,溢流阀,pressure_abnormal,溢流阀,slight,0.6788,该案例表现为轻微压力异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6158,HOPR-03961,MaintenanceRecord,operation
HFB-03962,HCASE-03962,HCU-03962,C010,节流阀,flow_abnormal,节流阀,slight,0.7103,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5658,HOPR-03962,MaintenanceRecord,operation
HFB-03963,HCASE-03963,HCU-03963,C012,卸荷阀,oil_leakage,卸荷阀,slight,0.7373,该案例表现为轻微泄漏异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6182,HOPR-03963,MaintenanceRecord,operation
HFB-03964,HCASE-03964,HCU-03964,C007,过滤器,oil_leakage,过滤器,slight,0.7047,过滤器出现轻微泄漏异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00457。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6448,HDES-00457,DesignSpec,design
HFB-03965,HCASE-03965,HCU-03965,C004,溢流阀,oil_leakage,溢流阀,medium,0.6899,溢流阀出现中度泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-03965。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6265,HOPR-03965,MaintenanceRecord,operation
HFB-03966,HCASE-03966,HCU-03966,C009,单向阀,pressure_abnormal,单向阀,slight,0.5962,该案例表现为轻微压力异常，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5793,HASM-03966,AssemblyRecord,assembly
HFB-03967,HCASE-03967,HCU-03967,C003,作动筒,vibration_abnormal,作动筒,slight,0.7343,作动筒出现轻微振动异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-03967。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5849,HASM-03967,AssemblyRecord,assembly
HFB-03968,HCASE-03968,HCU-03968,C006,冷却器,pressure_abnormal,冷却器,slight,0.6827,结合传感器能量和检测记录，冷却器的压力异常与运维阶段高风险实体 HOPR-03968 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5496,HOPR-03968,MaintenanceRecord,operation
HFB-03969,HCASE-03969,HCU-03969,C010,节流阀,valve_stuck,节流阀,medium,0.6861,节流阀出现中度阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00167。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5826,HMAN-00167,ManufacturingBatch,manufacturing
HFB-03970,HCASE-03970,HCU-03970,C001,液压泵总成,oil_leakage,液压泵总成,medium,0.7285,液压泵总成出现中度泄漏异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00079。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6175,HMAT-00079,MaterialBatch,material
HFB-03971,HCASE-03971,HCU-03971,C011,管路总成,vibration_abnormal,管路总成,medium,0.7118,该案例表现为中度振动异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.7154,HASM-03971,AssemblyRecord,assembly
HFB-03972,HCASE-03972,HCU-03972,C001,液压泵总成,oil_leakage,液压泵总成,slight,0.6408,结合传感器能量和检测记录，液压泵总成的泄漏异常与检测阶段高风险实体 HINSP-03972 一致。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5453,HINSP-03972,InspectionRecord,inspection
HFB-03973,HCASE-03973,HCU-03973,C006,冷却器,pressure_abnormal,冷却器,slight,0.6923,冷却器出现轻微压力异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00496。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5994,HMAT-00496,MaterialBatch,material
HFB-03974,HCASE-03974,HCU-03974,C011,管路总成,oil_leakage,管路总成,medium,0.6862,管路总成出现中度泄漏异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00893。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6731,HMAN-00893,ManufacturingBatch,manufacturing
HFB-03975,HCASE-03975,HCU-03975,C006,冷却器,valve_stuck,冷却器,slight,0.6985,该案例表现为轻微阀芯卡滞，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5645,HDES-00660,DesignSpec,design
HFB-03976,HCASE-03976,HCU-03976,C012,卸荷阀,vibration_abnormal,卸荷阀,slight,0.659,卸荷阀出现轻微振动异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00055。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6027,HMAT-00055,MaterialBatch,material
HFB-03977,HCASE-03977,HCU-03977,C010,节流阀,pressure_abnormal,节流阀,slight,0.6408,节流阀出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00596。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5316,HDES-00596,DesignSpec,design
HFB-03978,HCASE-03978,HCU-03978,C011,管路总成,oil_leakage,管路总成,medium,0.7791,结合传感器能量和检测记录，管路总成的泄漏异常与设计阶段高风险实体 HPIP-00683 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6607,HPIP-00683,PipeDesignParam,design
HFB-03979,HCASE-03979,HCU-03979,C005,蓄能器,valve_stuck,蓄能器,slight,0.5879,蓄能器出现轻微阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-03979。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5578,HOPR-03979,MaintenanceRecord,operation
HFB-03980,HCASE-03980,HCU-03980,C002,方向控制阀,flow_abnormal,方向控制阀,medium,0.7591,结合传感器能量和检测记录，方向控制阀的流量异常与运维阶段高风险实体 HOPR-03980 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6861,HOPR-03980,MaintenanceRecord,operation
HFB-03981,HCASE-03981,HCU-03981,C002,方向控制阀,valve_stuck,方向控制阀,slight,0.5963,方向控制阀出现轻微阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-03981。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5587,HOPR-03981,MaintenanceRecord,operation
HFB-03982,HCASE-03982,HCU-03982,C009,单向阀,valve_stuck,单向阀,medium,0.7442,单向阀出现中度阀芯卡滞，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00070。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6415,HMAT-00070,MaterialBatch,material
HFB-03983,HCASE-03983,HCU-03983,C004,溢流阀,pressure_abnormal,溢流阀,medium,0.6028,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5716,HDES-00238,DesignSpec,design
HFB-03984,HCASE-03984,HCU-03984,C010,节流阀,pressure_abnormal,节流阀,slight,0.6751,节流阀出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-03984。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5879,HOPR-03984,MaintenanceRecord,operation
HFB-03985,HCASE-03985,HCU-03985,C011,管路总成,pressure_abnormal,管路总成,medium,0.7734,结合传感器能量和检测记录，管路总成的压力异常与运维阶段高风险实体 HOPR-03985 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5897,HOPR-03985,MaintenanceRecord,operation
HFB-03986,HCASE-03986,HCU-03986,C008,液压油箱,temperature_abnormal,液压油箱,slight,0.7577,结合传感器能量和检测记录，液压油箱的温度异常与材料阶段高风险实体 HMAT-00586 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.6326,HMAT-00586,MaterialBatch,material
HFB-03987,HCASE-03987,HCU-03987,C005,蓄能器,valve_stuck,蓄能器,slight,0.6628,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5996,HOPR-03987,MaintenanceRecord,operation
HFB-03988,HCASE-03988,HCU-03988,C009,单向阀,valve_stuck,单向阀,medium,0.7239,该案例表现为中度阀芯卡滞，根因更可能由材料阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.6088,HMAT-00208,MaterialBatch,material
HFB-03989,HCASE-03989,HCU-03989,C002,方向控制阀,oil_leakage,方向控制阀,slight,0.6117,方向控制阀出现轻微泄漏异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00157。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5816,HMAT-00157,MaterialBatch,material
HFB-03990,HCASE-03990,HCU-03990,C007,过滤器,flow_abnormal,过滤器,slight,0.7594,结合传感器能量和检测记录，过滤器的流量异常与检测阶段高风险实体 HINSP-03990 一致。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6694,HINSP-03990,InspectionRecord,inspection
HFB-03991,HCASE-03991,HCU-03991,C004,溢流阀,valve_stuck,溢流阀,medium,0.708,结合传感器能量和检测记录，溢流阀的阀芯卡滞与制造阶段高风险实体 HMAN-00895 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.6836,HMAN-00895,ManufacturingBatch,manufacturing
HFB-03992,HCASE-03992,HCU-03992,C006,冷却器,oil_leakage,冷却器,slight,0.6555,冷却器出现轻微泄漏异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00596。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5973,HMAN-00596,ManufacturingBatch,manufacturing
HFB-03993,HCASE-03993,HCU-03993,C011,管路总成,pressure_abnormal,管路总成,medium,0.7177,该案例表现为中度压力异常，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5793,HASM-03993,AssemblyRecord,assembly
HFB-03994,HCASE-03994,HCU-03994,C011,管路总成,oil_leakage,管路总成,medium,0.7088,结合传感器能量和检测记录，管路总成的泄漏异常与材料阶段高风险实体 HMAT-00118 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.5625,HMAT-00118,MaterialBatch,material
HFB-03995,HCASE-03995,HCU-03995,C003,作动筒,vibration_abnormal,作动筒,medium,0.7121,该案例表现为中度振动异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.5438,HOPR-03995,MaintenanceRecord,operation
HFB-03996,HCASE-03996,HCU-03996,C001,液压泵总成,valve_stuck,液压泵总成,slight,0.6641,液压泵总成出现轻微阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00792。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5539,HMAN-00792,ManufacturingBatch,manufacturing
HFB-03997,HCASE-03997,HCU-03997,C004,溢流阀,oil_leakage,溢流阀,slight,0.6629,该案例表现为轻微泄漏异常，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.603,HMAT-00381,MaterialBatch,material
HFB-03998,HCASE-03998,HCU-03998,C010,节流阀,vibration_abnormal,节流阀,slight,0.6393,该案例表现为轻微振动异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.558,HMAN-00436,ManufacturingBatch,manufacturing
HFB-03999,HCASE-03999,HCU-03999,C004,溢流阀,valve_stuck,溢流阀,slight,0.7074,溢流阀出现轻微阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-03999。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6117,HOPR-03999,MaintenanceRecord,operation
HFB-04000,HCASE-04000,HCU-04000,C004,溢流阀,pressure_abnormal,溢流阀,slight,0.6429,溢流阀出现轻微压力异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00110。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6112,HMAT-00110,MaterialBatch,material
HFB-04001,HCASE-04001,HCU-04001,C011,管路总成,pressure_abnormal,管路总成,slight,0.6228,结合传感器能量和检测记录，管路总成的压力异常与材料阶段高风险实体 HMAT-00397 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5943,HMAT-00397,MaterialBatch,material
HFB-04002,HCASE-04002,HCU-04002,C011,管路总成,pressure_abnormal,管路总成,medium,0.7182,管路总成出现中度压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00622。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6389,HMAN-00622,ManufacturingBatch,manufacturing
HFB-04003,HCASE-04003,HCU-04003,C004,溢流阀,pressure_abnormal,溢流阀,slight,0.7027,结合传感器能量和检测记录，溢流阀的压力异常与运维阶段高风险实体 HOPR-04003 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6281,HOPR-04003,MaintenanceRecord,operation
HFB-04004,HCASE-04004,HCU-04004,C009,单向阀,pressure_abnormal,单向阀,slight,0.6828,该案例表现为轻微压力异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6202,HDES-00649,DesignSpec,design
HFB-04005,HCASE-04005,HCU-04005,C004,溢流阀,pressure_abnormal,溢流阀,medium,0.6824,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.63,HDES-00576,DesignSpec,design
HFB-04006,HCASE-04006,HCU-04006,C009,单向阀,valve_stuck,单向阀,medium,0.7189,结合传感器能量和检测记录，单向阀的阀芯卡滞与运维阶段高风险实体 HOPR-04006 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6476,HOPR-04006,MaintenanceRecord,operation
HFB-04007,HCASE-04007,HCU-04007,C011,管路总成,flow_abnormal,管路总成,slight,0.6477,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.614,HOPR-04007,MaintenanceRecord,operation
HFB-04008,HCASE-04008,HCU-04008,C006,冷却器,valve_stuck,冷却器,slight,0.6853,结合传感器能量和检测记录，冷却器的阀芯卡滞与材料阶段高风险实体 HMAT-00174 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.6081,HMAT-00174,MaterialBatch,material
HFB-04009,HCASE-04009,HCU-04009,C007,过滤器,flow_abnormal,过滤器,medium,0.7612,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6548,HOPR-04009,MaintenanceRecord,operation
HFB-04010,HCASE-04010,HCU-04010,C006,冷却器,vibration_abnormal,冷却器,slight,0.6435,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.612,HOPR-04010,MaintenanceRecord,operation
HFB-04011,HCASE-04011,HCU-04011,C006,冷却器,pressure_abnormal,冷却器,slight,0.7371,冷却器出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-01150。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5544,HDES-01150,DesignSpec,design
HFB-04012,HCASE-04012,HCU-04012,C004,溢流阀,valve_stuck,溢流阀,slight,0.7286,结合传感器能量和检测记录，溢流阀的阀芯卡滞与运维阶段高风险实体 HOPR-04012 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6634,HOPR-04012,MaintenanceRecord,operation
HFB-04013,HCASE-04013,HCU-04013,C007,过滤器,temperature_abnormal,过滤器,medium,0.7502,结合传感器能量和检测记录，过滤器的温度异常与运维阶段高风险实体 HOPR-04013 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6446,HOPR-04013,MaintenanceRecord,operation
HFB-04014,HCASE-04014,HCU-04014,C002,方向控制阀,flow_abnormal,方向控制阀,medium,0.7055,该案例表现为中度流量异常，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5832,HMAN-00314,ManufacturingBatch,manufacturing
HFB-04015,HCASE-04015,HCU-04015,C012,卸荷阀,vibration_abnormal,卸荷阀,slight,0.6377,该案例表现为轻微振动异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6022,HMAN-00870,ManufacturingBatch,manufacturing
HFB-04016,HCASE-04016,HCU-04016,C010,节流阀,valve_stuck,节流阀,slight,0.6639,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5732,HOPR-04016,MaintenanceRecord,operation
HFB-04017,HCASE-04017,HCU-04017,C002,方向控制阀,valve_stuck,方向控制阀,slight,0.6841,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.633,HOPR-04017,MaintenanceRecord,operation
HFB-04018,HCASE-04018,HCU-04018,C002,方向控制阀,vibration_abnormal,方向控制阀,slight,0.652,该案例表现为轻微振动异常，根因更可能由材料阶段隐患累积触发。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5824,HMAT-00224,MaterialBatch,material
HFB-04019,HCASE-04019,HCU-04019,C011,管路总成,pressure_abnormal,管路总成,slight,0.7098,结合传感器能量和检测记录，管路总成的压力异常与装配阶段高风险实体 HASM-04019 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6581,HASM-04019,AssemblyRecord,assembly
HFB-04020,HCASE-04020,HCU-04020,C005,蓄能器,flow_abnormal,蓄能器,slight,0.6342,结合传感器能量和检测记录，蓄能器的流量异常与运维阶段高风险实体 HOPR-04020 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6092,HOPR-04020,MaintenanceRecord,operation
HFB-04021,HCASE-04021,HCU-04021,C007,过滤器,pressure_abnormal,过滤器,slight,0.6306,结合传感器能量和检测记录，过滤器的压力异常与检测阶段高风险实体 HINSP-04021 一致。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5291,HINSP-04021,InspectionRecord,inspection
HFB-04022,HCASE-04022,HCU-04022,C004,溢流阀,pressure_abnormal,溢流阀,slight,0.7009,溢流阀出现轻微压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00491。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.68,HMAN-00491,ManufacturingBatch,manufacturing
HFB-04023,HCASE-04023,HCU-04023,C002,方向控制阀,oil_leakage,方向控制阀,medium,0.7164,该案例表现为中度泄漏异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6167,HOPR-04023,MaintenanceRecord,operation
HFB-04024,HCASE-04024,HCU-04024,C004,溢流阀,pressure_abnormal,溢流阀,medium,0.6607,溢流阀出现中度压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-01020。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6093,HMAN-01020,ManufacturingBatch,manufacturing
HFB-04025,HCASE-04025,HCU-04025,C003,作动筒,vibration_abnormal,作动筒,medium,0.8096,结合传感器能量和检测记录，作动筒的振动异常与运维阶段高风险实体 HOPR-04025 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.5826,HOPR-04025,MaintenanceRecord,operation
HFB-04026,HCASE-04026,HCU-04026,C002,方向控制阀,flow_abnormal,方向控制阀,medium,0.6921,结合传感器能量和检测记录，方向控制阀的流量异常与运维阶段高风险实体 HOPR-04026 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.628,HOPR-04026,MaintenanceRecord,operation
HFB-04027,HCASE-04027,HCU-04027,C012,卸荷阀,vibration_abnormal,卸荷阀,slight,0.7054,结合传感器能量和检测记录，卸荷阀的振动异常与装配阶段高风险实体 HASM-04027 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5751,HASM-04027,AssemblyRecord,assembly
HFB-04028,HCASE-04028,HCU-04028,C011,管路总成,vibration_abnormal,管路总成,medium,0.801,管路总成出现中度振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00095。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.7084,HMAN-00095,ManufacturingBatch,manufacturing
